short_name,nationality_name,overall,potential,value_eur,international_reputation,pace,shooting,passing,defending,physic,player_positions
Kwak Hae Seong,Korea Republic,66,69,675000.0,1,70.0,48.0,52.0,64.0,70.0,"RB, LB"
J. Nadeau,France,66,71,725000.0,1,68.0,30.0,46.0,65.0,72.0,"CB, RB"
S. Hertner,Germany,66,69,650000.0,1,74.0,42.0,60.0,64.0,66.0,"LB, LM"
Abner,Brazil,66,78,1000000.0,1,77.0,48.0,53.0,60.0,64.0,LB
Patrão,Portugal,66,67,725000.0,1,68.0,55.0,64.0,57.0,62.0,CM
J. Dodoo,Ghana,66,76,1000000.0,1,80.0,64.0,55.0,42.0,66.0,"ST, RM"
W. Díaz,Colombia,66,66,45000.0,1,33.0,24.0,42.0,68.0,60.0,CB
H. Salinas,Chile,66,66,525000.0,1,78.0,61.0,68.0,58.0,67.0,"LB, LW"
C. Giraldo,Colombia,66,66,45000.0,1,39.0,58.0,57.0,65.0,70.0,CDM
D. Remick,United States,66,68,625000.0,1,81.0,44.0,57.0,62.0,67.0,LB
D. Mast,Germany,66,68,775000.0,1,84.0,56.0,58.0,27.0,60.0,LM
M. Abu Radiyah,Saudi Arabia,66,66,625000.0,1,65.0,66.0,54.0,25.0,69.0,ST
R. McLaughlin,Northern Ireland,66,74,950000.0,1,80.0,50.0,60.0,59.0,66.0,"RM, RWB, RB"
M. Poletanovic,Serbia,66,74,600000.0,1,63.0,61.0,64.0,59.0,66.0,"CM, CAM, CDM"
Forbes,Guinea Bissau,66,70,825000.0,1,58.0,70.0,46.0,29.0,64.0,ST
Julián,Argentina,66,66,750000.0,1,76.0,61.0,56.0,49.0,66.0,"LW, LB"
A. Evseev,Russia,66,74,950000.0,1,66.0,65.0,61.0,43.0,65.0,"ST, LM, CAM"
V. Zapata,Colombia,66,66,575000.0,1,77.0,63.0,62.0,50.0,63.0,"LM, CAM, RM"
M. Galain,Uruguay,66,69,675000.0,1,63.0,26.0,36.0,68.0,71.0,CB
C. Klute,United States,66,72,650000.0,1,83.0,32.0,58.0,66.0,70.0,"LB, RB"
K. Bazelyuk,Russia,66,74,675000.0,1,60.0,69.0,46.0,31.0,68.0,ST
J. Ponce,Peru,66,72,675000.0,1,71.0,61.0,61.0,26.0,54.0,RW
A. Jizawi,Saudi Arabia,66,70,750000.0,1,93.0,60.0,55.0,26.0,48.0,LM
M. Bonjour,Argentina,66,66,600000.0,1,48.0,25.0,40.0,65.0,78.0,CB
R. Korte,Germany,66,68,675000.0,1,80.0,57.0,63.0,38.0,58.0,"RM, CAM, CM, LM"
B. Añor,Venezuela,66,67,775000.0,1,67.0,65.0,65.0,52.0,71.0,"LM, LB"
Nam Jun Jae,Korea Republic,66,69,775000.0,1,80.0,58.0,60.0,31.0,68.0,"LW, CAM, ST, LM"
N. Oduamadi,Nigeria,66,72,675000.0,1,94.0,49.0,53.0,28.0,62.0,LW
R. Dow,Scotland,66,72,725000.0,1,80.0,59.0,59.0,30.0,64.0,"CAM, LM, RM"
R. van Haaren,Netherlands,66,71,675000.0,1,54.0,55.0,73.0,52.0,62.0,"CM, CAM"
T. Wils,Belgium,66,69,625000.0,1,62.0,36.0,57.0,65.0,73.0,"CDM, CM"
Lucas Porcar,Spain,66,69,800000.0,1,75.0,63.0,62.0,34.0,61.0,"CAM, RM, CF"
K. Al Mousa,Saudi Arabia,66,66,450000.0,1,74.0,41.0,53.0,65.0,74.0,"CB, LB"
B. Dike,Nigeria,66,66,800000.0,1,79.0,65.0,39.0,29.0,80.0,ST
J. Rijsdijk,Netherlands,66,67,850000.0,1,74.0,65.0,63.0,54.0,64.0,"CAM, CM"
D. Dzakhov,Russia,66,69,650000.0,1,68.0,59.0,62.0,66.0,66.0,"CDM, CM"
Jordi Pablo,Spain,66,71,725000.0,1,73.0,58.0,65.0,34.0,51.0,RM
B. Diabang,Senegal,66,67,750000.0,1,91.0,58.0,58.0,47.0,64.0,LM
Juanan,Spain,66,67,650000.0,1,45.0,34.0,49.0,68.0,76.0,CB
J. Rowell,England,66,68,625000.0,1,64.0,60.0,68.0,59.0,67.0,CDM
Tiago Terroso,Portugal,66,69,775000.0,1,64.0,58.0,68.0,54.0,67.0,CM
M. Pamić,Croatia,66,66,650000.0,1,78.0,48.0,52.0,64.0,70.0,LB
L. Grech,Argentina,66,66,275000.0,1,64.0,51.0,66.0,59.0,72.0,"CDM, CM"
S. Overgoor,Netherlands,66,66,625000.0,1,61.0,56.0,68.0,59.0,64.0,CDM
Ney Santos,Brazil,66,66,275000.0,1,55.0,46.0,64.0,64.0,75.0,CDM
A. Hadžić,Bosnia and Herzegovina,66,69,725000.0,1,73.0,58.0,62.0,63.0,74.0,"CM, CDM"
J. Dayton,England,66,68,750000.0,1,81.0,62.0,62.0,28.0,54.0,"LM, RM"
Ko Yo Han,Korea Republic,66,68,775000.0,1,77.0,52.0,61.0,58.0,65.0,"RM, RB, CM, RW"
Alvaro,Spain,66,66,725000.0,1,90.0,58.0,57.0,44.0,51.0,"LM, CAM, RM"
Crespí,Spain,66,69,650000.0,1,56.0,37.0,54.0,67.0,66.0,"CB, RB, CDM"
R. Şahin,Turkey,66,66,400000.0,1,72.0,43.0,49.0,68.0,74.0,RB
G. Süzen,Turkey,66,70,775000.0,1,75.0,58.0,60.0,63.0,70.0,"LM, LB"
Tato,Spain,66,66,675000.0,1,80.0,64.0,55.0,33.0,73.0,"ST, RM, CF"
M. Paolucci,Italy,66,66,750000.0,2,70.0,66.0,54.0,30.0,66.0,"ST, LW"
K. Agustien,Curacao,66,66,725000.0,1,67.0,57.0,67.0,61.0,75.0,CM
R. Gunesch,Germany,66,66,500000.0,1,43.0,41.0,48.0,65.0,74.0,CB
G. Klusener,Argentina,66,66,675000.0,1,61.0,68.0,52.0,29.0,65.0,ST
F. Borja,Ecuador,66,66,625000.0,1,77.0,66.0,61.0,40.0,72.0,ST
D. Stevanovič,Slovenia,66,66,650000.0,1,61.0,66.0,69.0,58.0,70.0,"CM, CDM, CAM"
Kim Dong Chan,Korea Republic,66,66,750000.0,1,91.0,61.0,61.0,28.0,65.0,"CF, CAM, ST"
V. Shikov,North Macedonia,66,66,550000.0,1,70.0,45.0,48.0,66.0,72.0,CB
M. Jakubko,Slovakia,66,66,375000.0,1,45.0,69.0,67.0,30.0,73.0,ST
M. Nada,Kuwait,66,66,500000.0,1,67.0,50.0,61.0,63.0,74.0,"CB, LB"
E. Coulibaly,Senegal,66,66,375000.0,1,50.0,68.0,55.0,40.0,74.0,ST
M. Tierney,England,66,66,600000.0,1,65.0,39.0,56.0,66.0,69.0,LB
Antonio Tomás,Spain,66,66,525000.0,1,41.0,52.0,66.0,60.0,70.0,"CDM, CM"
C. Pulhac,Romania,66,66,550000.0,1,70.0,56.0,56.0,65.0,69.0,LB
D. Collins,Wales,66,66,300000.0,1,36.0,32.0,51.0,66.0,67.0,CB
S. Kelly,Republic of Ireland,66,66,500000.0,2,56.0,42.0,60.0,69.0,67.0,"RB, LB"
P. Kaźmierczak,Poland,66,66,375000.0,1,61.0,69.0,63.0,61.0,76.0,CDM
Ion Vélez,Spain,66,66,700000.0,1,67.0,62.0,60.0,32.0,65.0,"ST, CF, CAM, RM"
V. Korytko,Belarus,66,66,300000.0,1,70.0,43.0,67.0,58.0,59.0,"RM, CDM"
S. Olofinjana,Nigeria,66,66,170000.0,1,54.0,55.0,59.0,69.0,74.0,"CDM, CM"
G. Comotto,Italy,66,66,110000.0,2,53.0,35.0,49.0,67.0,62.0,"CB, RB"
K. Fahey,Republic of Ireland,66,66,550000.0,1,72.0,69.0,69.0,57.0,66.0,"CM, LM, CAM"
M. Fink,Germany,66,66,400000.0,2,54.0,63.0,64.0,67.0,67.0,"CB, CDM"
J. Kennedy,Australia,66,66,625000.0,2,60.0,64.0,55.0,31.0,74.0,ST
B. Rotenberg,Russia,66,66,600000.0,1,43.0,42.0,52.0,71.0,67.0,"CB, RB"
M. Sabah,Mexico,66,66,375000.0,1,64.0,66.0,60.0,29.0,62.0,ST
G. Peev,Bulgaria,66,66,200000.0,2,56.0,70.0,68.0,42.0,69.0,RM
L. Caruso,Argentina,66,66,575000.0,2,68.0,68.0,63.0,29.0,63.0,ST
F. Dickoh,Ghana,66,66,450000.0,1,51.0,30.0,37.0,64.0,80.0,CB
De Coz,Spain,66,66,210000.0,1,78.0,41.0,54.0,63.0,77.0,RB
R. Klingbeil,Germany,66,66,300000.0,1,54.0,39.0,55.0,67.0,75.0,"RB, LB, CB"
N. Reo-Coker,England,66,66,475000.0,2,71.0,56.0,55.0,66.0,74.0,"CDM, RB"
M. Ferri,Italy,66,66,300000.0,1,51.0,34.0,52.0,69.0,63.0,"RB, CB"
J. Eustace,England,66,66,170000.0,1,49.0,61.0,64.0,64.0,71.0,CDM
R. Chaplow,England,66,66,650000.0,1,65.0,61.0,66.0,54.0,70.0,"CM, RM, CAM"
N. Nosworthy,Jamaica,66,66,300000.0,1,45.0,38.0,48.0,65.0,74.0,CB
M. Hoseth,Norway,66,66,400000.0,1,53.0,70.0,70.0,40.0,58.0,"CM, CDM"
T. Augustinussen,Denmark,66,66,400000.0,1,53.0,59.0,60.0,65.0,76.0,CM
H. Cornelis,Belgium,66,66,450000.0,1,54.0,58.0,65.0,65.0,68.0,RB
F. Piquionne,France,66,66,275000.0,1,60.0,66.0,58.0,35.0,64.0,ST
M. Al Fehaid,Saudi Arabia,66,67,600000.0,1,69.0,41.0,57.0,62.0,73.0,"CDM, CB, CM"
R. Sufyani,Saudi Arabia,66,66,600000.0,1,71.0,62.0,62.0,33.0,69.0,"LM, RM, CAM, ST"
T. Achenbach,Germany,66,66,450000.0,1,68.0,62.0,67.0,63.0,71.0,LB
K. Lisbie,Jamaica,66,66,275000.0,1,67.0,65.0,57.0,28.0,68.0,ST
J. Goodwin,Republic of Ireland,66,66,400000.0,1,64.0,52.0,63.0,62.0,81.0,"CB, CM, CDM"
Ferreira,Portugal,66,66,170000.0,1,48.0,53.0,61.0,63.0,72.0,CDM
E. Hajri,Tunisia,66,66,180000.0,1,62.0,52.0,58.0,64.0,77.0,"RB, CDM, CB, LB"
D. Anderson,Netherlands,66,75,850000.0,1,76.0,36.0,57.0,65.0,68.0,"RB, CB"
M. Lewandowski,Poland,66,71,725000.0,1,77.0,53.0,60.0,58.0,73.0,LB
L. Thürauer,Austria,66,66,625000.0,1,76.0,60.0,62.0,34.0,55.0,"CAM, CM, CF"
M. Ndoye-Baye,Senegal,66,69,800000.0,1,57.0,39.0,62.0,64.0,60.0,"CM, CDM"
A. Kurdy,Saudi Arabia,66,68,650000.0,1,78.0,51.0,62.0,62.0,68.0,"RB, RM"
Bae Il Hwan,Korea Republic,66,66,650000.0,1,86.0,59.0,60.0,31.0,65.0,"RW, ST, CAM"
Tià Sastre,Spain,66,74,950000.0,1,74.0,52.0,65.0,46.0,56.0,"CAM, CM, LM"
B. Kluft,Germany,66,66,675000.0,1,71.0,57.0,62.0,33.0,55.0,"LM, CF"
T. Schulz,Germany,66,66,350000.0,1,61.0,38.0,55.0,69.0,73.0,"LB, RB"
L. Martinelli,Italy,66,66,525000.0,1,53.0,25.0,33.0,67.0,70.0,CB
S. Popescu,Romania,66,72,750000.0,1,73.0,34.0,44.0,67.0,67.0,CB
A. Guido,United States,66,73,900000.0,1,68.0,61.0,65.0,52.0,56.0,CM
H. Dahmani,Germany,66,66,650000.0,1,75.0,63.0,53.0,39.0,70.0,"ST, CAM, LM"
F. Helstrup,Denmark,66,73,775000.0,1,59.0,28.0,44.0,65.0,71.0,CB
O. Roshi,Albania,66,67,750000.0,1,90.0,59.0,57.0,37.0,66.0,"RM, LM, RW"
D. Boo Wiklander,Sweden,66,66,375000.0,1,59.0,32.0,48.0,63.0,74.0,CB
J. Reeves,England,66,73,900000.0,1,74.0,52.0,63.0,52.0,71.0,"CM, RM"
A. Buyvolov,Russia,66,66,475000.0,1,60.0,31.0,43.0,68.0,71.0,CB
S. Schiek,Germany,66,66,525000.0,1,81.0,55.0,56.0,61.0,71.0,"RB, LB"
Ko Moo Yeol,Korea Republic,66,66,700000.0,1,75.0,62.0,57.0,25.0,65.0,"LM, LW, RM"
T. Rühle,Germany,66,66,700000.0,1,75.0,63.0,59.0,27.0,64.0,"RM, ST"
P. Segbefia,Togo,66,67,750000.0,1,75.0,54.0,65.0,50.0,64.0,"CM, CDM"
Kim Dong Woo,Korea Republic,66,66,500000.0,1,60.0,34.0,46.0,64.0,76.0,CB
J. Bøge,Denmark,66,67,600000.0,1,68.0,38.0,56.0,64.0,68.0,RB
I. Kireev,Russia,66,69,800000.0,1,68.0,53.0,62.0,60.0,62.0,"RM, LM, RWB"
J. Reimerink,Netherlands,66,66,675000.0,1,78.0,60.0,61.0,26.0,60.0,"LM, RM, LW"
O. Halvorsen,Norway,66,66,625000.0,1,76.0,59.0,59.0,52.0,68.0,RM
S. Suciu,Romania,66,67,725000.0,1,65.0,59.0,63.0,60.0,71.0,"CM, CDM"
M. Könnecke,Germany,66,66,650000.0,1,90.0,61.0,60.0,28.0,57.0,"CAM, RM, CM, ST"
S. Payne,England,66,69,825000.0,1,80.0,63.0,50.0,26.0,67.0,"ST, LM"
M. Piossek,Poland,66,66,675000.0,1,72.0,64.0,60.0,48.0,69.0,"RM, CAM, LM"
A. Okugo,United States,66,68,650000.0,1,76.0,57.0,56.0,63.0,73.0,"CB, CDM"
M. Appiah,Germany,66,66,500000.0,1,77.0,34.0,48.0,65.0,69.0,"CB, RB"
J. Jervis,England,66,67,775000.0,1,90.0,60.0,53.0,33.0,68.0,"ST, RM"
K. Dawson,Republic of Ireland,66,66,675000.0,1,81.0,55.0,60.0,51.0,68.0,"RM, CM"
V. Ustinov,Russia,66,69,650000.0,1,77.0,29.0,57.0,63.0,62.0,"RB, LB, RWB, LWB"
Onwu,Spain,66,66,650000.0,1,78.0,67.0,52.0,33.0,71.0,"ST, CF"
C. Warner,United States,66,66,500000.0,1,64.0,61.0,61.0,61.0,71.0,CDM
B. Inman,Australia,66,67,775000.0,1,81.0,59.0,59.0,44.0,55.0,"LM, LW"
R. Lentini,Argentina,66,66,675000.0,1,75.0,63.0,58.0,30.0,66.0,ST
N. Miatke,Germany,66,67,600000.0,1,77.0,49.0,59.0,63.0,61.0,"LB, LM"
A. García,Mexico,66,70,675000.0,1,74.0,41.0,53.0,65.0,66.0,RB
M. Marshall,Jamaica,66,66,600000.0,1,91.0,57.0,59.0,30.0,63.0,"RM, LM"
G. Navalovski,Georgia,66,66,425000.0,1,78.0,21.0,54.0,61.0,69.0,"LWB, LM"
O. Arce,Mexico,66,66,675000.0,1,48.0,65.0,59.0,41.0,73.0,ST
Adán Gurdiel,Spain,66,73,750000.0,1,77.0,56.0,59.0,60.0,65.0,RB
Jeong Hyuk,Korea Republic,66,66,550000.0,1,63.0,57.0,68.0,57.0,73.0,"CM, CDM"
A. Smárason,Iceland,66,66,650000.0,1,65.0,67.0,63.0,53.0,76.0,"LM, RM, ST"
B. Grant,England,66,66,675000.0,1,76.0,61.0,64.0,34.0,63.0,"RW, CM, ST"
E. Balyaykin,Russia,66,66,500000.0,1,59.0,62.0,63.0,65.0,64.0,"CDM, RM, CM"
T. Gamiette,France,66,66,425000.0,1,66.0,46.0,60.0,60.0,73.0,"CDM, CM"
J. Bailey,England,66,66,525000.0,1,67.0,53.0,63.0,61.0,64.0,"CDM, CM"
V. Skjerve,Norway,66,66,500000.0,1,70.0,55.0,57.0,63.0,75.0,"CB, RB"
A. Ogogo,England,66,66,650000.0,1,75.0,58.0,62.0,64.0,85.0,"CM, CDM"
K. Dennis,England,66,67,750000.0,1,70.0,68.0,48.0,35.0,72.0,ST
R. Reid,England,66,66,675000.0,1,80.0,64.0,54.0,27.0,79.0,ST
T. Teniste,Estonia,66,66,475000.0,1,77.0,43.0,57.0,59.0,67.0,"RWB, LWB, RB, RM"
O. Vera,Mexico,66,66,575000.0,1,76.0,58.0,61.0,59.0,61.0,"LM, LB"
J. Huyghebaert,Belgium,66,66,500000.0,1,69.0,40.0,60.0,64.0,66.0,"LB, CB"
T. Danneberg,Germany,66,66,550000.0,1,68.0,59.0,65.0,60.0,70.0,"CM, CAM, CDM"
R. Cornthwaite,Australia,66,66,425000.0,1,43.0,41.0,39.0,68.0,73.0,CB
R. McArdle,Northern Ireland,66,66,475000.0,1,53.0,23.0,44.0,65.0,74.0,CB
L. Alessandra,England,66,66,650000.0,1,79.0,59.0,56.0,24.0,70.0,"RM, LM, ST, CM"
D. Charles,England,66,66,500000.0,1,64.0,57.0,52.0,60.0,83.0,"CB, LB"
N. Adler,Germany,66,66,500000.0,1,80.0,64.0,58.0,30.0,66.0,"LM, RM, ST"
A. Mintzel,Germany,66,66,140000.0,1,58.0,55.0,64.0,66.0,70.0,"LB, LM"
A. Busteño,Chile,66,66,250000.0,1,54.0,39.0,54.0,72.0,65.0,CDM
I. Furios,Argentina,66,66,45000.0,1,46.0,32.0,46.0,64.0,68.0,"CB, RB"
Bustos,Spain,66,66,200000.0,1,67.0,63.0,66.0,57.0,73.0,CDM
Andreu,Spain,66,66,200000.0,1,67.0,59.0,67.0,62.0,63.0,"CDM, CM"
R. Matisano,Chile,66,66,475000.0,1,65.0,55.0,61.0,65.0,64.0,"LB, RB"
J. Pardaneos,Chile,66,66,700000.0,1,65.0,55.0,60.0,50.0,54.0,"RM, LM"
R. Kazior,Germany,66,66,350000.0,1,72.0,66.0,59.0,32.0,70.0,"CF, RW, CAM"
F. Kippe,Norway,66,66,45000.0,1,28.0,54.0,50.0,62.0,72.0,CB
C. Gaitán,Argentina,66,71,725000.0,1,62.0,61.0,68.0,53.0,66.0,"RM, CM, RB"
E. Banahene,Ghana,66,67,825000.0,1,81.0,64.0,61.0,30.0,71.0,ST
K. Cunningham,Costa Rica,66,66,650000.0,1,88.0,64.0,52.0,33.0,68.0,"LW, RW"
J. Chaves,Argentina,66,70,750000.0,1,81.0,66.0,62.0,27.0,62.0,LM
J. Jiménez,Chile,66,66,675000.0,1,74.0,66.0,64.0,27.0,69.0,"RW, ST, LW, RM"
F. Castro,Chile,66,69,725000.0,1,79.0,61.0,56.0,36.0,66.0,"RW, LW, RM"
Á. López,Chile,66,72,675000.0,1,90.0,64.0,56.0,29.0,61.0,"ST, RW, LW"
L. Navarro,Argentina,66,72,600000.0,1,51.0,61.0,69.0,60.0,60.0,"CM, RM"
L. Monje,Chile,66,66,400000.0,1,84.0,63.0,61.0,31.0,54.0,LW
Y. Asprilla,Colombia,66,73,600000.0,1,83.0,58.0,57.0,32.0,45.0,LW
T. Lanzini,Argentina,66,67,725000.0,1,65.0,56.0,65.0,47.0,57.0,"CAM, RM, LM, CM"
F. Amenta,Italy,66,66,110000.0,1,56.0,36.0,52.0,65.0,68.0,CB
Marcelinho,Brazil,66,71,725000.0,1,90.0,60.0,54.0,24.0,46.0,LW
T. Hölscher,Germany,66,75,625000.0,1,71.0,60.0,68.0,43.0,59.0,"RW, CAM"
A. Akgün,Turkey,66,68,675000.0,1,51.0,51.0,64.0,68.0,70.0,"CDM, CB"
H. Anier,Estonia,66,73,725000.0,1,72.0,68.0,42.0,31.0,57.0,ST
Flávio Boaventura,Brazil,66,69,650000.0,1,57.0,41.0,43.0,67.0,73.0,CB
Ludovic Ribeiro,Portugal,66,72,725000.0,1,80.0,61.0,58.0,27.0,51.0,"LW, RW"
N. Gouriye,Netherlands,66,70,675000.0,1,73.0,70.0,59.0,36.0,66.0,LW
M. Yıldırım,Turkey,66,66,425000.0,1,59.0,50.0,63.0,62.0,64.0,"CDM, CM"
S. Glarner,Switzerland,66,66,475000.0,1,67.0,52.0,59.0,63.0,75.0,RB
David Caiado,Portugal,66,66,500000.0,1,66.0,61.0,65.0,31.0,46.0,"LM, CAM"
J. Devitt,Republic of Ireland,66,66,650000.0,1,75.0,63.0,64.0,38.0,49.0,"CAM, CM"
J. Mills,England,66,66,525000.0,1,75.0,49.0,61.0,61.0,71.0,"LWB, LB"
Dong Xuesheng,China PR,66,66,625000.0,1,59.0,65.0,52.0,37.0,73.0,ST
A. Cook,England,66,66,675000.0,1,66.0,65.0,52.0,28.0,83.0,ST
O. Clarke,England,66,66,650000.0,1,62.0,62.0,61.0,64.0,79.0,CM
G. Misuraca,Italy,66,66,625000.0,1,75.0,62.0,64.0,59.0,65.0,"CAM, CM"
A. Faltsetas,Sweden,66,66,550000.0,1,57.0,54.0,65.0,66.0,80.0,"CM, CDM"
H. Mulder,Netherlands,66,66,425000.0,1,52.0,58.0,62.0,63.0,75.0,"CB, CDM"
C. Dorda,Germany,66,66,500000.0,1,67.0,35.0,58.0,65.0,70.0,LB
R. Lopes,Cape Verde Islands,66,67,650000.0,1,57.0,30.0,46.0,65.0,71.0,"CB, CDM"
P. Salomon,Austria,66,66,550000.0,1,56.0,56.0,60.0,61.0,74.0,"CM, CDM, RWB"
A. De Vitis,Italy,66,66,650000.0,1,64.0,61.0,63.0,64.0,72.0,"CM, CDM, CB"
M. Ehmer,Germany,66,68,675000.0,1,62.0,53.0,55.0,66.0,71.0,CB
T. Kern,Germany,66,66,625000.0,1,72.0,65.0,63.0,46.0,68.0,"CM, CDM, CAM"
E. Harrison,Wales,66,67,775000.0,1,80.0,62.0,52.0,41.0,81.0,ST
Pak Kwang Ryong,Korea DPR,66,67,775000.0,1,67.0,65.0,56.0,43.0,76.0,ST
Go Moo Yeol,Korea Republic,66,66,650000.0,1,75.0,62.0,57.0,31.0,66.0,"LM, LW, CAM"
A. Andersen,Denmark,66,66,550000.0,1,76.0,50.0,57.0,64.0,74.0,"RB, CB, RWB"
A. Corsi,Italy,66,66,600000.0,1,67.0,59.0,65.0,64.0,66.0,"RM, RB, RWB"
A. Pierre,Grenada,66,69,725000.0,1,70.0,34.0,38.0,63.0,79.0,CB
C. Raglan,England,66,68,700000.0,1,67.0,32.0,42.0,63.0,77.0,CB
D. Skhirtladze,Georgia,66,67,775000.0,1,71.0,62.0,61.0,29.0,71.0,"ST, CF"
B. Diallo,France,66,66,575000.0,1,68.0,26.0,51.0,63.0,78.0,CB
F. Diarra,Mali,66,66,675000.0,1,76.0,66.0,54.0,29.0,66.0,ST
L. Grozurek,Austria,66,66,675000.0,1,76.0,63.0,57.0,35.0,72.0,"LM, ST"
Baek Sung Dong,Korea Republic,66,66,675000.0,1,74.0,58.0,63.0,41.0,57.0,CAM
D. Wright,England,66,72,875000.0,1,76.0,57.0,59.0,51.0,68.0,RM
M. Ahlschwede,Germany,66,66,525000.0,1,71.0,38.0,51.0,63.0,73.0,"RB, CB, RM"
A. Winkler,Germany,66,68,675000.0,1,56.0,27.0,47.0,63.0,76.0,"CB, LB"
T. Al Absi,Saudi Arabia,66,69,725000.0,1,57.0,25.0,38.0,66.0,73.0,CB
L. Pavez Muñoz,Chile,66,71,750000.0,1,81.0,50.0,56.0,61.0,67.0,"LB, LM"
D. Bohl,Germany,66,68,700000.0,1,64.0,51.0,57.0,63.0,75.0,CDM
G. Leigh,England,66,70,750000.0,1,78.0,46.0,53.0,63.0,69.0,"LB, CDM"
D. Rienstra,Netherlands,66,68,700000.0,1,66.0,54.0,63.0,62.0,64.0,"CDM, CM"
S. Rode Gregersen,Norway,66,71,775000.0,1,68.0,44.0,46.0,64.0,75.0,CB
E. Monthe,Cameroon,66,70,750000.0,1,60.0,40.0,47.0,64.0,80.0,CB
J. Arrieta,Colombia,66,66,675000.0,1,68.0,63.0,40.0,32.0,69.0,ST
M. Pepić,Montenegro,66,73,900000.0,1,68.0,55.0,63.0,61.0,64.0,"CM, CDM"
T. Lehne Olsen,Norway,66,66,675000.0,1,76.0,65.0,56.0,26.0,78.0,ST
D. Diring,France,66,66,650000.0,1,69.0,55.0,66.0,60.0,73.0,"CM, LM"
F. Okenabirhie,England,66,73,925000.0,1,84.0,64.0,53.0,32.0,65.0,ST
Michael Pinto,Portugal,66,67,650000.0,1,68.0,34.0,59.0,63.0,66.0,LB
M. Deville,Luxembourg,66,66,700000.0,1,69.0,64.0,61.0,37.0,77.0,"RM, ST"
K. Jackson,England,66,69,825000.0,1,91.0,63.0,46.0,30.0,56.0,ST
F. David,France,66,67,750000.0,1,72.0,64.0,62.0,42.0,67.0,"CAM, ST"
Seo Bo Min,Korea Republic,66,66,625000.0,1,82.0,61.0,57.0,42.0,60.0,"LM, RM, LWB"
E. O'Connell,Republic of Ireland,66,72,800000.0,1,53.0,41.0,51.0,63.0,74.0,CB
L. Jäger,Austria,66,70,750000.0,1,58.0,43.0,54.0,67.0,71.0,"CDM, CB, CM"
M. Wostry,Austria,66,68,700000.0,1,44.0,39.0,44.0,65.0,72.0,CB
P. Lemonnier,France,66,69,725000.0,1,61.0,28.0,41.0,66.0,71.0,CB
A. Cannon,England,66,73,900000.0,1,77.0,52.0,63.0,59.0,67.0,"CAM, CM"
Ryu Seung Woo,Korea Republic,66,69,800000.0,1,78.0,60.0,57.0,44.0,46.0,"CAM, CM, LM"
M. Vitale,Italy,66,73,900000.0,1,69.0,50.0,67.0,57.0,60.0,CM
N. Mbemba,France,66,71,850000.0,1,66.0,59.0,64.0,60.0,64.0,"CM, CDM, RB"
M. Bilate,Netherlands,66,66,675000.0,1,80.0,65.0,47.0,24.0,76.0,ST
O. Zawada,Poland,66,70,850000.0,1,74.0,64.0,48.0,26.0,68.0,ST
Arturo Molina,Spain,66,73,900000.0,1,68.0,62.0,62.0,52.0,55.0,"CAM, RM"
Kim Sung Ju,Korea Republic,66,66,650000.0,1,65.0,60.0,64.0,57.0,66.0,"LM, LB"
L. Klemenz,Poland,66,70,750000.0,1,63.0,25.0,38.0,65.0,73.0,CB
K. Vincent-Young,England,66,73,800000.0,1,90.0,54.0,55.0,62.0,73.0,"LB, LWB, RB"
B. Çamoğlu,Turkey,66,71,850000.0,1,83.0,35.0,59.0,54.0,54.0,RM
M. Khubrani,Saudi Arabia,66,69,725000.0,1,52.0,24.0,37.0,65.0,71.0,CB
F. Fritz,Chile,66,76,1000000.0,1,80.0,54.0,60.0,38.0,56.0,LW
A. Vita,Italy,66,66,700000.0,1,78.0,63.0,58.0,32.0,54.0,"RM, CM, LM"
J. Thorniley,England,66,75,900000.0,1,62.0,36.0,48.0,66.0,70.0,"CB, LB"
M. Bähre,Germany,66,73,900000.0,1,72.0,60.0,65.0,37.0,56.0,"CAM, CM"
G. Panico,Italy,66,76,1000000.0,1,79.0,64.0,58.0,38.0,55.0,"ST, CF"
S. Reese,Denmark,66,70,750000.0,1,55.0,37.0,49.0,66.0,67.0,CB
D. Gnaase,Germany,66,72,800000.0,1,76.0,53.0,61.0,60.0,72.0,"CDM, CM, CAM"
U. Korun,Slovenia,66,66,425000.0,1,46.0,29.0,47.0,65.0,71.0,CB
T. Ndenge,Germany,66,75,925000.0,1,69.0,57.0,61.0,63.0,73.0,"CDM, CM"
Nando García,Spain,66,69,800000.0,1,75.0,63.0,63.0,39.0,54.0,"RM, LM"
M. Sanoh,Netherlands,66,72,875000.0,1,81.0,64.0,60.0,38.0,71.0,"RW, LM, RM"
Olaortua,Spain,66,71,775000.0,1,63.0,31.0,40.0,66.0,69.0,CB
Y. Matsushita,Japan,66,70,750000.0,1,75.0,55.0,64.0,62.0,63.0,"CDM, CM, LB"
T. Endoh,Japan,66,67,775000.0,1,70.0,57.0,63.0,41.0,52.0,"RM, LM, CM"
A. Halme,Finland,66,76,950000.0,1,46.0,21.0,45.0,63.0,71.0,"CB, CDM"
J. Cascini,Argentina,66,73,900000.0,1,68.0,54.0,61.0,62.0,67.0,"CM, CDM"
A. Fukuta,Japan,66,67,725000.0,1,76.0,51.0,62.0,57.0,67.0,"CM, RM, CDM"
M. Dimun,Slovakia,66,76,950000.0,1,63.0,38.0,55.0,64.0,74.0,"CDM, CM"
